STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUS,Australia,325,Chemical Manufacturing,1494,Animal vitamin,DD,Drilldown,1825,,USD,US dollar,FN,Fine,NO,No,7710000,,,,FALSE,,3,,NaN,,MR 037/01,,https://www.accc.gov.au/media-release/federal-court-imposes-record-26m-penalties-against-vitamin-suppliers,,Australian Competition and Consumer Commission,,34335,,36160,,5.069444444,,Unspecified,,2001,,Roche Vitamins Australia Pty Ltd,,F. Hoffmann-La Roche Ltd.,,USA,United States,AUD,Australian dollar,15000000,,0.514,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,482,Rail Transportation,1357,International rail freight and forwarding services,DD,Drilldown,1637,,USD,US dollar,FN,Fine,NO,No,2104118.4,,,,FALSE,,3,,NaN,,18/064/HS033 – S0633/2016,,https://uohs.gov.cz/cs/informacni-centrum/tiskove-zpravy/hospodarska-soutez/2497-rozhodnuti-%E2%80%9Ekartel-italia%E2%80%9C-je-pravomocne-ucastnici-si-delili-zakazniky-pomoci-rezervacniho-on-line-systemu.html,,Office for the Protection of Competition,,38944,,40424,,4.111111111,,2016,,2018,,"České dráhy, as",,"České dráhy, as",,USA,United States,CZK,Czech koruna,48000000,,0.0438358,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HUN,Hungary,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1515,Distribution of security products,DD,Drilldown,1853,,USD,US dollar,FN,Fine,NO,No,1020000,,,,FALSE,,3,,NaN,, VJ/97/2016,,https://gvh.hu/sajtoszoba/sajtokozlemenyek/2019_es_sajtokozlemenyek/tobb-mint-felmilliardos-birsagot-szabott-ki-a-versenyhatosag-biztonsagtechnikai-termekek-forgalmazasanak-korlatozasa-miatt-,,Hungarian Competition Authority,,40087,,43434,,9.297222222,,2016,,2019,,Paradox Security Systems (Bahamas) Ltd.,,Paradox Group,,USA,United States,HUF,Forint,300000000,,0.0034,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,TUR,Türkiye,327,Nonmetallic Mineral Product Manufacturing,1457,Cement Producers,DD,Drilldown,1761,,USD,US dollar,FN,Fine,NO,No,1194368.93,,,,FALSE,,3,,NaN,,13-54/756-316​,,https://www.rekabet.gov.tr/Karar?kararId=c9c57abd-04cf-4dae-b990-730a29a74379,,Turkish Competition Authority,,40179,,41274,,3.041666667,,2012,,2013,,Denizli Çimento,,Eren Holding & CRH,,USA,United States,TRY,Turkish lira,2824435.24,,0.42287,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,GBR,United Kingdom,337,Furniture and Related Product Manufacturing,1489,Furniture Parts,DD,Drilldown,1818,,USD,US dollar,FN,Fine,NO,No,2929409.4,,,,FALSE,,3,,NaN,,CE/9882-16,,https://www.gov.uk/cma-cases/supply-of-products-to-the-furniture-industry-suspected-anti-competitive-arrangements,,Competition and Markets Authority,,38808,,39721,,2.536111111,,2016,,2017,,Thomas Armstrong (Timber) Ltd,,Thomas Armstrong (Holdings) Ltd,,USA,United States,GBP,Pound sterling,2193000,,1.3358,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,334,Computer and Electronic Product Manufacturing,1332,Equipment for current measurement,DD,Drilldown,1630,,USD,US dollar,FN,Fine,NO,No,100561.2949,,,,FALSE,,3,,NaN,,press release 01/01/2018,,https://www.consiliulconcurentei.ro/en/comunicate/the-competition-council-sanctioned-with-e1-1-million-3-companies-selling-equipment-for-electricity-measurement/,,Romanian Competition Council,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2018,,ARC BRAŞOV S.R.L.,,ARC BRAŞOV S.R.L.,,USA,United States,RON,Romanian leu,409837,,0.245369,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",1530,Distribution Networks,DD,Drilldown,1940,,USD,US dollar,FN,Fine,NO,No,1350464176,,,,FALSE,,3,,NaN,,12/0027 F; 12/0028 M,,https://www.autoritedelaconcurrence.fr/en/decision/regarding-practices-implemented-apple-products-distribution-sector,,French Competition Authority,,38687,,41638,,8.197222222,,2012,,2020,,Apple France SARL and other Apple entities,,Apple Inc.,,USA,United States,EUR,Euro,1101969952,,1.2255,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,339,Miscellaneous Manufacturing,1473,Matress case,DD,Drilldown,1776,,USD,US dollar,FN,Fine,NO,No,16685750,,,,FALSE,,3,,NaN,,B1-83/11 (Metzeler) and B1-84/11 (Tempur)​,,https://www.bundeskartellamt.de/SharedDocs/Meldung/EN/Pressemitteilungen/2014/22_08_2014_Matratzen.html?nn=3591568,,Federal Cartel Office,,38565,,40725,,6,,2011,,2015,,Tempur Deutschland GmbH,,"Tempur Sealy International, Inc.",,USA,United States,EUR,Euro,15500000,,1.0765,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,LVA,Latvia,444,Building Material and Garden Equipment and Supplies Dealers,1462,Construction materials,DD,Drilldown,1769,,USD,US dollar,FN,Fine,NO,No,4428597.059,,,,FALSE,,3,,NaN,,CASE No.p/15/7.2.19./2 - DECISION No. E02-17,,https://www.kp.gov.lv/sites/kp/files/kp_old/local/documents/V_E02-17%20B%C5%ABvmateri%C4%81li.pdf,,Competition Council of the Republic of Latvia,,38353,,42369,,11.15555556,,2015,,2017,,SIA “DEPO DIY”,,DMT PLUSS,,USA,United States,EUR,Euro,3718323,,1.19102,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FIN,Finland,236,Construction of Buildings,1294,EPS insulation,DD,Drilldown,1566,,USD,US dollar,FN,Fine,PU,Public,1345291.48,,,,FALSE,,3,,NaN,,CASE n. Dnro 1182/KKV14.00.00/2015,,https://www.kkv.fi/uploads/sites/2/8a86fac2d9e146bc9146e27bafcd7070.pdf,,Finnish Competition and Consumer Authority,,41275,,41640,,1.013888889,,2015,,2018,,UK-Muovi Oy,,UK-Plastics,,USA,United States,EUR,Euro,1530000,,1.1373,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,322,Paper Manufacturing,609,"Paper envelopes 1, for export",DD,Drilldown,3080,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"CNMC: CASE n. S/0318/10, VS/0318/10",,Unspecified,,The Spanish National Commission of Markets and Competition,,29587,,40939,,31.1,,2010,,2012,,Manipulados Plana,,Manipulados Plana,,ESP,Spain,EUR,Euro,100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,325,Chemical Manufacturing,947,"Personal Care Products, toiletries",DD,Drilldown,3694,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"CNMC: CASE n. S/0084/08, VS/0084/08",,Unspecified,,The Spanish National Commission of Markets and Competition,,38687,,39506,,2.2,,2008,,2010,,Puig Beauty and Fashion Group SL,,Puig Beauty and Fashion Group SL,,ESP,Spain,EUR,Euro,3400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,333,Machinery Manufacturing,581,Elevator & Escalator Equipment,DD,Drilldown,3303,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"CNC: S/410/12, ASCENSORES-2",,Unspecified,,The Spanish National Commission of Markets and Competition,,40634,,41214,,1.6,,2012,,2013,,Ascensores Eninter SL,,Ascensores Eninter SL,,ESP,Spain,EUR,Euro,140000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,424,"Merchant Wholesalers, Nondurable Goods",765,"Paper, archival, distribution",DD,Drilldown,2537,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"CNMC: CASE n. S/0317/10, VS/0317/10",,Unspecified,,The Spanish National Commission of Markets and Competition,,38473,,40210,,4.8,,2010,,2012,,DOHE S.A,,DOHE S.A,,ESP,Spain,EUR,Euro,400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,541,"Professional, Scientific, and Technical Services",484,Elevator services,DD,Drilldown,3583,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"CNMC: CASE n. S/410/12, VS/410/12",,Unspecified,,The Spanish National Commission of Markets and Competition,,37987,,39996,,5.5,,2010,,2013,,Ascensores Eninter SL,,Ascensores Eninter SL,,ESP,Spain,EUR,Euro,100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,492,Couriers and Messengers,1124,"Delivery, parcel services",DD,Drilldown,1023,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,CNMC: CASE n. S/DC/0578/16,,Unspecified,,Unspecified,,38596,,42461,,10.6,,2016,,Unspecified,,"REDYSER TRANSPORTE, S.L.",,"REDYSER TRANSPORTE, S.L.",,USA,United States,EUR,Euro,2208000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,112,Animal Production and Aquaculture,473,"Shrimp 3, North Sea, Trading",DD,Drilldown,3591,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: CASE n. AT.39633 - Shrimps,,Unspecified,,European Commission,,36698,,39826,,8.6,,2009,,2013,,Heiploeg Holding BV,,Heiploeg Holding BV,,NLD,Netherlands,EUR,Euro,36800000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,326,Plastics and Rubber Products Manufacturing,744,"Food packaging, retail type, plastic trays, Northwest EU",DD,Drilldown,2693,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: CASE AT.39563 – Retail Food Packaging,,Unspecified,,European Commission,,37408,,39356,,5.3,,2012,,2015,,Silver Plastics GmbH & Co. KG,,Silver Plastics GmbH & Co. KG,,DEU,Germany,EUR,Euro,23200000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,333,Machinery Manufacturing,830,"Auto parts, radiators & cooling fans",DD,Drilldown,2314,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: CASE n. AT39960; ,,Unspecified,,European Commission,,37561,,40210,,7.3,,2013,,2012,,Calsonic Kansei Corporation,,Calsonic Kansei Corporation,,JPN,Japan,EUR,Euro,1841080,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,334,Computer and Electronic Product Manufacturing,452,SIM Cards (Memory chips for smart cards),DD,Drilldown,3647,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: CASE n. AT.39574,,Unspecified,,European Commission,,37887,,38603,,2,,2013,,2014,,Infineon Technologies AG,,Infineon Technologies AG,,DEU,Germany,EUR,Euro,108748000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,332,Fabricated Metal Product Manufacturing,529,"Radiators, home heating, steel",DD,Drilldown,3457,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,ABC: DECISION n. 2010-I/O-11,,Unspecified,,Belgian Competition Authority,,37622,,38899,,3.5,,2004,,2010,,"Henrad N.V.
Stelrad B.V.",,Caradon Radiators,,GBR,United Kingdom,EUR,Euro,2300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,332,Fabricated Metal Product Manufacturing,586,Automotive welding electrodes,DD,Drilldown,3249,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,ADLC: DECISION n. 10-D-35,,Unspecified,,French Competition Authority,,37257,,38353,,3,,2010,,2010,,"Lebronze alloys SAS (formerly, Le Bronze Industriel SAS (LBI))",,"Lebronze alloys SAS (formerly, Le Bronze Industriel SAS (LBI))",,FRA,France,EUR,Euro,100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,333,Machinery Manufacturing,746,"Transformers, medium & large electric power",DD,Drilldown,2684,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,BKA: CASE n. B10-101/11,,Unspecified,,Federal Cartel Office,,36192,,38352,,5.9,,2008,,2012,,Siemens AG,,Siemens AG,,DEU,Germany,EUR,Euro,7260000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,331,Primary Metal Manufacturing,413,"Steel, flat & long",DD,Drilldown,3698,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,Sanews: press release 22/08/2016,,Unspecified,,Competition Commission of South Africa,,36161,,39988,,10.5,,2008,,2012,,ArcelorMittal SA,,ArcelorMittal SA,,LUX,Luxembourg,EUR,Euro,110500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ITA,Italy,334,Computer and Electronic Product Manufacturing,628,"Magnetic resonance imaging, diagnostic equipment",DD,Drilldown,3000,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,IT (AGCM): I729,,Unspecified,,Italian Competition Authority,,39965,,40330,,1,,2010,,2011,,Alliance Medical S.r.l.,,Alliance Medical S.r.l.,,ITA,Italy,EUR,Euro,70000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ITA,Italy,524,Insurance Carriers and Related Activities,646,"Insurance, gen. liability, healthcare facilities",DD,Drilldown,2976,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,IT (AGCM): I731,,Unspecified,,Italian Competition Authority,,37622,,39448,,5,,2010,,2011,,"Faro Assicurazioni di 
Assicurazioni e riassicurazioni S.p.A.",,"Faro Assicurazioni di 
Assicurazioni e riassicurazioni S.p.A.",,ITA,Italy,EUR,Euro,2800000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NLD,Netherlands,327,Nonmetallic Mineral Product Manufacturing,603,"Glass, insulated",DD,Drilldown,3181,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"NL (ACM): DECISION 5965_1/320;
DECISION 5965_1/500",,Unspecified,,The Netherlands Authority for Consumers and Markets ,,38125,,38610,,1.3,,2007,,2011,,Scheuten Glas Nederland B.V.,,Scheuten Glas Nederland B.V.,,NLD,Netherlands,EUR,Euro,3000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,325,Chemical Manufacturing,667,"Detergent, laundry",DD,Drilldown,2914,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"RO Competition Council: press release ""The Competition Council has irrevocably won the trial with MOL Romania,"" ""The Competition Council has irrevocably won the trials with ROMPETROL DOWNSTREAM AND ENI ROMANIA,"" ""The Competition Council has irrevocably won the trial with OMV PETROM Marketing,"" and ""The Competition Council has irrevocably won the trial with OMV PETROM SA",,Unspecified,,French Competition Authority,,35065,,39083,,11,,2011,,2011,,Procter & Gamble Co.,,Procter & Gamble Co.,,USA,United States,EUR,Euro,322200000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,311,Food Manufacturing,886,"Mushrooms, canned, foodservice",DD,Drilldown,47,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: CASE n. AT39965,,Unspecified,,Unspecified,,37135,,40787,,10,,2014,,2014,,Bonduelle Conserve International SAS,,Bonduelle SCA,,USA,United States,EUR,Euro,41116000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,333,Machinery Manufacturing,1146,"Heaters, portable household, liquid fuel",DD,Drilldown,1088,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,FCA: CASE n. 16-D-17,,Unspecified,,Unspecified,,38412,,39692,,3.5,,2016,,2016,,Leroy Merlin France ,,Groupe Adeo,,USA,United States,EUR,Euro,880000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,326,Plastics and Rubber Products Manufacturing,1003,"Food packaging, retail type, plastic trays, Central EU",DD,Drilldown,495,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,EC: AT.39563 - Retail Food Packaging,,Unspecified,,Unspecified,,37987,,39326,,3.7,,2012,,2015,,Magic-Pack Srl,,Magic-Pack Srl,,USA,United States,EUR,Euro,3656432,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,424,"Merchant Wholesalers, Nondurable Goods",677,Gasoline,DD,Drilldown,2894,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"RO Competition Council: press release - The Competition Council has irrevocably won the trial with MOL Romania, The Competition Council has irrevocably won the trials with ROMPETROL DOWNSTREAM AND ENI ROMANIA, The Competition Council has irrevocably won the trial with OMV PETROM Marketing, and The Competition Council has irrevocably won the trial with OMV PETROM SA",,Unspecified,,Romanian Competition Council,,39212,,39537,,0.9,,2009,,2012,,ENI Romania,,ENI SpA,,ITA,Italy,RON,Romanian leu,3400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,332,Fabricated Metal Product Manufacturing,847,Firearms,DD,Drilldown,2258,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,, CASE n. 44 din 29.11.2013,,Unspecified,,Romanian Competition Council,,38353,,39083,,2,,2013,,2013,,Brugger & Thomet,,Brugger & Thomet,,CHE,Switzerland,RON,Romanian leu,2827400,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,326,Plastics and Rubber Products Manufacturing,562,Polypropylene plastic pipes,DD,Drilldown,3366,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,SA CompCom: Competition News Ed. 53 (Sep. 2015),,Unspecified,,Competition Commission of South Africa,,34615,,39356,,13,,2007,,2010,,Sasol Synfuels,,Sasol Ltd.,,ZAF,South Africa,ZAR,Rand,16400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,517,Telecommunications,516,Mobile TV service,DD,Drilldown,3473,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,"UOKiK: press release 23/11/2011
ECN: press release ""Poland: UOKiK breaks Cartel of Mobile Operators""",,Unspecified,,Office of Competition and Consumer Protection,,39814,,40148,,0.9,,2009,,2011,,"Polska Telefonia Komórkowa Centertel Sp. z o.o. (currently, Orange Polska SA)",,"Polska Telefonia Komórkowa Centertel Sp. z o.o. (currently, Orange Polska SA)",,POL,Poland,PLN,Zloty,10400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,333,Machinery Manufacturing,639,"Auto parts, aftermarket lighting",DD,Drilldown,2981,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,CA: 2012 FC 1117 / T-798-11,,Unspecified,,The Competition Bureau Canada,,36728,,39694,,8.1,,2011,,2011,,Maxone Vehicle Lighting Corp.,,Depo Auto Parts Industrial Co. Ltd. (f/k/a Ming Yang Corp.),,TWN,Chinese Taipei,CAD,Canadian dollar,1500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,333,Machinery Manufacturing,1260,"Conveyor belts, KR",DD,Drilldown,1489,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,KFTC: press release 21/07/2017,,Unspecified,,Unspecified,,36161,,41275,,14,,2017,,2017,,Dongil Rubber Belt Industrial Co. Ltd.,,Dongil Rubber Belt Industrial Co. Ltd.,,USA,United States,KRW,Won,11758490,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NOR,Norway,513,Publishing Industries,870,Publishing books,DD,Drilldown,11,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,4,,Unspecified,,NCC: CASE n. 2014/0125-166,,Unspecified,,Unspecified,,40179,,41747,,4.3,,2014,,2017,,H. Aschehoug & Co W. Nygaard AS,,H. Aschehoug & Co W. Nygaard AS,,USA,United States,NOK,Norwegian krone,1180000,,Unspecified,
